min_salary,max_salary,vacany,description,min_expense,max_expense
12000.0,24000.0,0,Data Processing & Outsourced Services,0.0,24000.0
14400.0,18000.0,0,IT Consulting & Other Services,0.0,18000.0
2400.0,5400.0,2,Systems Software,4800.0,5402.0
6000.0,14400.0,1,IT Consulting & Other Services,6000.0,14401.0
7200.0,12000.0,1,Application Software,7200.0,12001.0
14400.0,26400.0,0,Technology Distributors,0.0,26400.0
10800.0,16800.0,1,Systems Software,10800.0,16801.0
3000.0,6000.0,0,Research & Consulting Services,0.0,6000.0
8400.0,20400.0,0,Systems Software,0.0,20400.0
600.0,3300.0,25,Regional Banks,15000.0,3325.0
6000.0,10800.0,0,IT Consulting & Other Services,0.0,10800.0
4800.0,6000.0,0,Advertising,0.0,6000.0
13200.0,19200.0,1,IT Consulting & Other Services,13200.0,19201.0
8400.0,12000.0,0,Application Software,0.0,12000.0
1200.0,5400.0,0,Data Processing & Outsourced Services,0.0,5400.0
3000.0,3000.0,0,Internet & Direct Marketing Retail,0.0,3000.0
9000.0,10200.0,5,Diversified Support Services,45000.0,10205.0
10800.0,18000.0,0,Systems Software,0.0,18000.0
4200.0,7200.0,0,Health Care Services,0.0,7200.0
10800.0,15600.0,1,Communications Equipment,10800.0,15601.0
6000.0,12000.0,1,Research & Consulting Services,6000.0,12001.0
600.0,1800.0,0,Application Software,0.0,1800.0
9600.0,16800.0,0,Systems Software,0.0,16800.0
8400.0,18000.0,0,Systems Software,0.0,18000.0
1800.0,2100.0,0,Application Software,0.0,2100.0
7200.0,9600.0,0,Data Processing & Outsourced Services,0.0,9600.0
1200.0,2400.0,2,Data Processing & Outsourced Services,2400.0,2402.0
13200.0,19200.0,1,IT Consulting & Other Services,13200.0,19201.0
1800.0,6000.0,0,Data Processing & Outsourced Services,0.0,6000.0
2400.0,8400.0,0,Systems Software,0.0,8400.0
4800.0,10800.0,0,IT Consulting & Other Services,0.0,10800.0
14400.0,26400.0,0,Health Care Services,0.0,26400.0
9600.0,15600.0,1,Diversified Support Services,9600.0,15601.0
2100.0,3300.0,50,Data Processing & Outsourced Services,105000.0,3350.0
